Name,ICAO,Country
VICA - Viacao Charter Aereos,VCA,Brazil
Volare Air Charter Company,VCM,United States
Volaris,VOI,Mexico
Volga-Dnepr Airlines,VDA,Russia
Vega Airlines,VEA,Bulgaria
Venescar Internacional,VEC,Venezuela
Victor Echo,VEE,Spain
Virgin Express Ireland,VEI,Ireland
Virgin America,VRD,United States
Vieques Air Link,VES,United States
Virgin Express,VEX,Belgium
VZ Flights,VFT,Mexico
Virgin Nigeria Airways,VGN,Nigeria
Vologda State Air Enterprise,VGV,Russia
VH-Air Industrie,VHA,Angola
VHM Schul-und-Charterflug,VHM,Germany
Vibroair Flugservice,VIB,Germany
VIP Servicios Aereos Ejecutivos,VIC,Mexico
VIP Empresarial,VIE,Mexico
VIF Luftahrt,VIF,Austria
Vega Aviation,VIG,Sudan
Vichi,VIH,Moldova
Viking Airlines,VIK,Sweden
Vinair - Helicoptereos,VIN,Portugal
Virgin Atlantic Airways,VIR,United Kingdom
Viajes Ejecutivos Mexicanos,VJM,Mexico
Vistajet,VJT,Canada
Viva Macau,VVM,Macao
Volare Airlines,VLE,Italy
Vueling Airlines,VLG,Spain
Vladivostok Air,VLK,Russia
Varig Log,VLO,Brazil
Vertical-T Air Company,VLT,Russia
Vero Monmouth Airlines,VMA,United States
Vipport Joint Stock Company,VNK,Russia
Viaggio Air,VOA,Bulgaria
Voyager Airlines,VOG,Bangladesh
Virgin Australia,VOZ,Australia
Virgin Blue,VBI,Australia
VIP Air,VPA,Slovakia
Veteran Air,VPB,Ukraine
VIP-Avia,VPV,Georgia
Vertair,VRA,United Kingdom
Volare Airlines,VRE,Ukraine
Voar Lda,VRL,Angola
VRG Linhas Aereas,VRN,Brazil
Vickers Limited,VSB,United Kingdom
Visig Operaciones Aereas,VSG,Spain
Vision Airways Corporation,VSN,Canada
Voronezh Aircraft Manufacturing Society,VSO,Russia
VASP,VSP,Brazil
Virign Islands Seaplane Shuttle,VSS,United States
Vuelos Especializados Tollocan,VTC,Mexico
Vuelos Corporativos de Tehuacan,VTH,Mexico
Vostok Airlines,VTK,Russia
Victor Tagle Larrain,VTL,Chile
Vointeh,VTV,Bulgaria
Vuelos Internos Privados VIP,VUR,Ecuador
Vuela Bus,VUS,Mexico
Vzlyet,VZL,Russia
VLM Airlines,VLM,Belgium
Viking Express,WCY,United States
Victoria International Airways,WEV,Uganda
Volga Aviaexpress,WLG,Russia
WDL Aviation,WDL,Germany
WRA Inc,WRR,United States
WSI Corporation,XWS,United States
Walmart Aviation,CGG,United States
Walsten Air Services,WAS,Canada
Walter I Linkoping,GOT,Sweden
Wapiti Aviation,WPT,Canada
Warbelow's Air Ventures,WAV,United States
Warwickshire Aerocentre Ltd.,ATX,United Kingdom
Wasaya Airways,WSG,Canada
Weasua Air Transport Company,WTC,Liberia
WebJet Linhas A,WEB,Brazil
Welch Aviation,TDB,United States
Welcome Air,WLC,Austria
Wermlandsflyg AB,BLW,Sweden
West Africa Airlines,WCB,Ghana
West African Air Transport,WTF,Senegal
West African Airlines,WSF,Benin
West African Cargo Airlines,WAC,Mauritania
West Air Luxembourg,WLX,Luxembourg
West Air Sweden,SWN,Sweden
West Caribbean Airways,WCW,Colombia
West Caribbean Costa Rica,WCR,Costa Rica
West Coast Airlines,WCG,Ghana
West Coast Airways,WCA,Sierra Leone
West Freugh DTEO,TEE,United Kingdom
West Wind Aviation,WEW,Canada
WestJet,WJA,Canada
Westair Aviation,WAA,Namibia
Westair Cargo Airlines,WSC,Cote d'Ivoire
Westair Industries,PCM,United States
Westcoast Energy,BLK,Canada
Western Air,WST,Bahamas
Western Air Couriers,NPC,United States
Western Air Express,WAE,United States
Western Airlines,WAL,United States
Western Arctic Air,WAL,Canada
Western Aviators,WTV,United States
Western Express Air Lines,WES,Canada
Western Pacific Airlines,KMR,United States
Western Pacific Airservice,WPA,Solomon Islands
Westflight Aviation,WSL,United Kingdom
Westgates Airlines,WSA,United States
Westland Helicopters,WHE,United Kingdom
Westpoint Air,WTP,Canada
Westward Airways,WWD,United States
White,WHT,Portugal
White Eagle Aviation,WEA,Poland
White River Air Services,WRA,Canada
Whyalla Airlines,WWL,Australia
Widerøe,WIF,Norway
Wiggins Airways,WIG,United States
Wiking Helikopter Service,WHS,Germany
Wilbur's Flight Operations,WFO,United States
Williams Air,WLS,United States
Williams Grand Prix Engineering,WGP,United Kingdom
Wimbi Dira Airways,WDA,Democratic Republic of Congo
Winair,WNA,United States
Wind Jet,JET,Italy
Wind Spirit Air,WSI,United States
Windrose Air,QGA,Germany
Windward Islands Airways International,WIA,Netherland
Wings Air,WON,Indonesia
Wings Air Transport,WAT,Sudan
Wings Airways,WAW,United States
Wings Aviation,WOL,Guyana
Wings Express,WEX,United States
Wings of Alaska,WAK,United States
Wings of Lebanon Aviation,WLB,Lebanon
Winlink,WIN,Saint Lucia
Wisconsin Air National Guard,WAG,United States
Wisman Aviation,WSM,United States
Wizz Air,WZZ,Hungary
Wizz Air Hungary,WVL,Bulgaria
Wondair on Demand Aviation,WNR,Spain
Woodgate Executive Air Charter,CWY,United Kingdom
World Airways,WOA,United States
World Weatherwatch,XWW,Canada
World Wing Aviation,WWM,Kyrgyzstan
Worldwide Air Charter Systems,CSW,Canada
Worldwide Aviation Services,WWS,Pakistan
Worldwide Jet Charter,WWI,United States
Wright Air Lines,WRT,United States
Wright Air Service,WRF,United States
Wuhan Airlines,CWU,China
Wycombe Air Centre,WYC,United Kingdom
Wyoming Airlines,WYG,United States
XL Airways France,SEU,France
XP Internation,XPS,Netherlands
Xabre Aerolineas,XAB,Mexico
Xclusive Jet Charter Limited,XJC,United Kingdom
Xerox Corporation,XER,United States
Xiamen Airlines,CXA,China
Xinjiang Airlines,CXJ,China
Xjet Limited,XJT,United Kingdom
Xtra Airways,CXP,United States
Yak-Service,AKY,Russia
Yakolev,YAK,Russia
Yamal Airlines,LLM,Russia
Yana Airlines,CYG,Cambodia
Yangtze River Express,YZR,China
Yellow Wings Air Services,ELW,Kenya
Yemenia,IYE,Yemen
Yerevan-Avia,ERV,Armenia
Young Flying Service,YFS,United States
Yuhi Air Lines,AYU,Japan
Yuzhnaya Aircompany,UGN,Kazakhstan
Yuzhmashavia,UMK,Ukraine
Z-Avia,RZV,Armenia
Zagros Airlines,IZG,Iran
Zaire Aero Service,ZAI,Democratic Republic of Congo
Zairean Airlines,ZAR,Democratic Republic of Congo
Zambian Airways,MBN,Zambia
Zambezi Airlines,ZMA,Zambia
Zanair,TAN,Tanzania
Zantop International Airlines,ZAN,United States
ZAS Airlines of Egypt,ZAS,Egypt
Zenith Air,AZR,South Africa
Zenmour Airlines,EMR,Mauritania
Zephyr Express,RZR,United States
Zhejiang Airlines,CJG,China
Zhetysu,JTU,Kazakhstan
Zhez Air,KZH,Kazakhstan
Zhongfei General Aviation,CFZ,China
Zhongyuan Aviation,CYN,China
Zip,WZP,Canada
Zimex Aviation,IMX,Switzerland
Zoom Airlines,OOM,Canada
Zoom Airways,ZAW,Bangladesh
Zorex,ORZ,Spain
Zracno Pristaniste Mali Losinj,MLU,Croatia
Tyrolean Airways,TYR,\N
buzz,BUZ,\N
Maldivian Air Taxi,\N,Maldives
Sky Express,SXR,Russia
Yellow Air Taxi,\N,United States
Royal Air Cambodge,RAC,Cambodia
Air Mandalay,\N,Burma
TEA Switzerland,4SW,Switzerland
TAN-SAHSA,\N,Honduras
Air Busan,ABL,Republic of Korea
TUI Airlines Belgium,TUB,Belgium
Arctic Air,AKR,Norway
Braathens,BRA,Norway
Globus,GLP,Russia
Air Kazakhstan,KZK,Kazakhstan
Japan Air System,JAS,Japan
Annsett New Zealand (NZA),\N,New Zealand
EasyJet (DS),\N,Switzerland
Rheintalflug,RTL,Austria
Dan-Air London,DAN,United Kingdom
Fred. Olsen,FOF,Norway
Star Peru (2I),\N,Peru
Robin Hood Aviation,RHA,Austria
Carnival Air Lines,\N,United States
United Airways,UBD,Bangladesh
Inter European Airways,IEA,United Kingdom
Trans Maldivian Airways,TMW,Maldives
Fly540,FFV,Kenya
Transavia France,TVF,France
Island Air (WP),MKU,United States
1-2-go,\N,Thailand
Uni Air,UIA,Taiwan
Gomelavia,\N,Belarus
NordWind Airlines,NWS,Russia
Red Wings,RWZ,Russia
Hellenic Star Airways,HST,Greece
BAE Systems Flight Training,BAZ,Australia
TUIfly (X3),\N,Germany
Felix Airways,FXX,Yemen
Kostromskie avialinii,KOQ,Russia
Greenfly,GFY,Spain
Tajik Air,\N,Tajikistan
Air Mozambique,\N,Mozambique
ELK Airways,ELK,Estonia
Gabon Airlines,GBK,Gabon
MCA Airlines,MCA,Sweden
Maldivo Airlines,MAV,Maldives
Virgin Pacific,VNP,Fiji
Zest Air,\N,Philippines
Yangon Airways,\N,Burma
Transport Aérien Transrégional,\N,France
LÍO Flugmennt,LIO,Iceland
Minerva Airlines,\N,Italy
Eastar Jet,ESR,South Korea
Jin Air,JNA,South Korea
Wataniya Airways,KW1,Kuwait
Aéris (Priv),\N,France
Air Arabia Maroc,\N,Morocco
Baltic Air lines,BA1,Latvia
Ciel Canadien,YCC,Canada
Canadian National Airways,YCP,Canada
Epic Holiday,4AA,United States
Indochina Airlines,AXC,Vietnam
JetWind,JWW,United States
Air Comet Chile,\N,Chile
Nazca,\N,Peru
German Air Force - FLB,FLB,Germany
City-Air Germany,CIP,Germany
Voronezhskie Airlanes,\N,Russia
Line Blue,LBL,Germany
FlyLAL Charters,LLC,Lithuania
Blue Sky America,BKY,United States
Texas Spirit,TXP,United States
Illinois Airways,ILW,United States
Salzburg arrows,\N,Austria
Texas Wings,TXW,United States
California Western,CWS,United States
Dennis Sky,DSY,Israel
Zz,\N,Belgium
Atifly,A1F,United States
Air UK,\N,United Kingdom
Suckling Airways,\N,United Kingdom
Reno Sky,\N,United States
Aerolineas heredas santa maria,SZB,Dominican Republic
Ciao Air,\N,Italy
Jc royal.britannica,JRB,United Kingdom
Birmingham European,\N,United Kingdom
Pal airlines,\N,Chile
CanXpress,CA1,Canada
Danube Wings (V5),\N,Slovakia
Sharp Airlines,SHA,Australia
CanXplorer,CAP,Canada
Click (Mexicana),\N,Mexico
World Experience Airline,WE1,Canada
ALAK,\N,Russia
AJT Air International,\N,Russia
Air Choice One,\N,United States
Tianjin Airlines,GCR,China
China United,\N,China
Locair,LOC,United States
Safi Airlines,\N,Afghanistan
SeaPort Airlines,SQH,United States
Salmon Air,\N,United States
Fly Illi,ILY,United States
Bobb Air Freight,\N,Germany
Star1 Airlines,HCW,Lithuania
Pelita,\N,Indonesia
Alpi Eagles (E8),\N,Italy
Alaska Seaplane Service,\N,United States
TAN,\N,Argentina
Enerjet,ENJ,Canada
MexicanaLink,MXI,Mexico
Island Spirit,ISX,Iceland
TACA Peru,\N,Peru
Orbest,OBS,Portugal
Southern Air Charter,SOA,Bahamas
SVG Air,SVG,Saint Vincent and the Grenadines
Air Century,CEY,Dominican Republic
Pan Am World Airways Dominicana,\N,Dominican Republic
Primera Air,\N,Iceland
Air Antilles Express,\N,Guadeloupe
Sol Lineas Aereas,OLS,Argentina
Regional Paraguaya,REP,Paraguay
VIP Ecuador,\N,Ecuador
Transportes Aereos Cielos Andinos,NDN,Peru
Peruvian Airlines,\N,Peru
EasyFly,EFY,Colombia
Polar Airlines,\N,Russia
Catovair,\N,Mauritius
Andalus Lineas Aereas,ANU,Spain
Air 26,DCD,Angola
Mauritania Airways,MTW,Mauritania
CEIBA Intercontinental,CEL,Equatorial Guinea
Halcyonair,\N,Cape Verde
Business Aviation,\N,Congo (Kinshasa)
Compagnie Africaine d\\'Aviation,\N,Congo (Kinshasa)
Zambia Skyways,\N,Zambia
AlMasria Universal Airlines,LMU,Egypt
EgyptAir Express,MSE,Egypt
SmartLynx Airlines,\N,Latvia
Air Italy Egypt,EUD,Egypt
KoralBlue Airlines,KBR,Egypt
Wind Rose Aviation,WRC,Ukraine
Elysian Airlines,GIE,Cameroon
Sevenair,SEN,Tunisia
Hellenic Imperial Airways,IMP,Greece
Amsterdam Airlines,AAN,Netherlands
Arik Niger,NAK,Niger
Dana Air,\N,Nigeria
STP Airways,STP,Sao Tome and Principe
Med Airways,\N,Lebanon
Skyjet Airlines,SJU,Uganda
Air Volga,\N,Russia
Transavia Denmark,TDK,Denmark
Royal Falcon,RFJ,Jordan
Euroline,MJX,Georgia
Worldways,WGC,Canada
Turkuaz Airlines,TRK,Turkey
Athens Airways,\N,Greece
Viking Hellas,VKH,Greece
Norlandair,FNA,Iceland
Flugfelag Vestmannaeyja,FVM,Iceland
Starline.kz,\N,Kazakhstan
Euro Harmony,EHM,Portugal
Lugansk Airlines,\N,Ukraine
Gryphon Airlines,\N,United States
Gadair European Airlines,GDR,Spain
Spirit of Manila Airlines,MNP,Philippines
Chongqing Airlines,CQN,China
Grand China Air,GDC,China
West Air China,CHB,China
Falcon Air (IH),\N,Sweden
QatXpress,QAX,Qatar
OneChina,1CH,China
NordStar Airlines,\N,Russia
Joy Air,JOY,China
Air India Regional,\N,India
MDLR Airlines,\N,India
Jagson Airlines,JGN,India
Maldivian,\N,Maldives
Xpressair,\N,Indonesia
Strategic Airlines,\N,Australia
Fars Air Qeshm,QFZ,Iran
Eastok Avia,EAA,Kyrgyzstan
Jupiter Airlines,JPU,United Arab Emirates
Vision Air International,VIS,Pakistan
Al-Naser Airlines,\N,Iraq
Fuji Dream Airlines,\N,Japan
Korea Express Air,KEA,South Korea
Eznis Airways,EZA,Mongolia
Pacific Flier,PFL,Palau
Syrian Pearl Airlines,PSB,Syria
SGA Airlines,\N,Thailand
Air2there,\N,New Zealand
Avianova (Russia),\N,Russia
Parmiss Airlines (IPV),IPV,Iran
EuropeSky,EUV,Germany
BRAZIL AIR,BZE,Brazil
Homer Air,OME,Germany
Court Line,???,United Kingdom
South West Africa Territory Force,***,Namibia
Lombards Air,---,South Africa
U.S. Air,--+,United States
Flitestar,Err:510,South Africa
Jayrow,\\'\\,Australia
Llloyd Helicopters,:::,Australia
Wilderness Air,\N,Australia
Whitaker Air,\N,Australia
PanAm World Airways,PQW,United States
Virginwings,VWA,Germany
KSY,KSY,Greece
Buquebus Líneas Aéreas,BQB,Uruguay
SOCHI AIR,KOL,Russia
Wizz Air Ukraine,WAU,Ukraine
88,VVN,Cyprus
LCM AIRLINES,LMM,Russia
Aero Brazil,BZL,Brazil
Cambodia Angkor Air (K6),\N,Cambodia
Skyline nepc,\N,India
THREE,T33,China
Royal European Airlines,\N,United Kingdom
Tom\\'s & co airliners,T&O,France
Azul,AZU,Brazil
LSM Airlines,LOO,Russia
Zapolyarie Airlines,PZY,Russia
Finlandian,FN1,Finland
LionXpress,LIX,Cameroon
Nik Airways,\N,Saudi Arabia
Genesis,\N,Pakistan
Congo Express,\N,Congo (Kinshasa)
Fly Dubai,FDB,United Arab Emirates
Domenican Airlines,MDO,Dominican Republic
ConneX European Airline,2CO,Austria
Air Atlantic,\N,Canada
Air Ops,\N,Sweden
Aereonautica militare,AXZ,Italy
Kal Star Aviation,KLS,Indonesia
LSM AIRLINES ,YZZ,Russia
Aero Lloyd (YP),AEF,Germany
UTair-Express,\N,Russia
Huaxia,\N,China
Zabaykalskii Airlines,ZZZ,Russia
CBM America,XBM,United States
Marysya Airlines,1QA,Russia
N1,\N,Peru
Airlink (SAA),\N,South Africa
Westfalia Express VA,WFX,Germany
JobAir,\N,Czech Republic
Zuliana de Aviacion,ULA,Venezuela
Black Stallion Airways,BSA,United States
German International Air Lines,GER,Germany
TrasBrasil,TBZ,Brazil
TransBrasil Airlines,THS,Brazil
China SSS,\N,China
Nihon.jet,\N,Japan
AIR INDOCHINE,IIA,Vietnam
Transportes Aéreos Nacionales de Selva,\N,Peru
Happy Air,HPY,Thailand
Solar Air,SRB,Thailand
Air Mekong,MKG,Vietnam
Harbour Air (Priv),\N,Canada
Air Hamburg (AHO),AHO,Germany
ZABAIKAL AIRLINES,ZTT,Russia
TransHolding,THI,Brazil
SUR Lineas Aereas,SZZ,Argentina
Aerolineas Africanas,AA1,Guinea
Yeti Airways,\N,Nepal
Georgian Airlines,GEG,Georgia
Yellowstone Club Private Shuttle,\N,United States
Caucasus Airlines,\N,Georgia
Serbian Airlines,SA1,Serbia
Windward Islands Airways,\N,Netherlands Antilles
TransHolding System,TYS,Brazil
CCML Airlines,CCC,Colombia
Air Charter International,\N,France
Small Planet Airlines,ELC,Lithuania
Fly Brasil,FBL,Brazil
AUOS,AUK,United Kingdom
CB Airways UK ( Interliging Flights ),CIF,United Kingdom
Fly Colombia ( Interliging Flights ),3FF,Colombia
Trans Pas Air,TP6,United States
KMV,\N,Russia
Himalayan Airlines,HYM,Nepal
Indya Airline Group,IG1,India
Sunwing,\N,Canada
Turkish Wings Domestic,TWD,Turkey
Japan Regio,ZXY,Japan
OCEAN AIR CARGO,IXO,India
Norte Lineas Aereas,\N,Argentina
Austral Brasil,\N,Brazil
PEGASUS AIRLINES-,\N,Turkey
AirLiberté,\N,France
Nihon.jet connect,NX1,Kyrgyzstan
Camair-co,\N,Cameroon
Aerocontinente (Priv),\N,Peru
Sky Regional,SKV,Canada
TUR Avrupa Hava YollarÄ±,\N,Turkey
Cruzeiro do Sul Servicos Aereos,CRZ,Brazil
LSM International ,UWW,Russia
Baikotovitchestrian Airlines ,BUU,American Samoa
Luchsh Airlines ,LJJ,Russia
ENTERair,QQQ,Poland
Zimbabwean Airlines,\N,Zimbabwe
Air Cargo Germany,\N,Germany
Mongolian International Air Lines ,ZTF,Mongolia
Alaniya Airlines,\N,Russia
Tway Airlines,TWB,South Korea
Papillon Grand Canyon Helicopters,\N,United States
Jusur airways,JSR,Egypt
NEXT Brasil,NXB,Brazil
AeroWorld ,WER,Russia
Cook Island Air,\N,Cook Islands
US Africa Airways,\N,United States
GNB Linhas Aereas,\N,Brazil
Usa Sky Cargo,ES2,United States
Hankook Airline,HNX,South Korea
Red Jet America,\N,United States
REDjet,\N,Barbados
Hellenic Airways,HEY,Greece
Red Jet Andes,\N,Peru
Red Jet Canada,\N,Canada
Sprintair,SRN,Poland
Red Jet Mexico,\N,Mexico
Marusya Airways,MRS,Russia
Era Alaska,ERR,United States
AirRussia,RRJ,Russia
Hankook Air US,HA1,United States
NEPC Airlines,\N,India
Canadian World,CNN,Canada
Pim Air,PHJ,Netherlands
Carpatair Flight Training,SMW,Romania
I-Fly,RSY,Russia
T.A.T,\N,France
Compania de Aviacion Faucett,CFP,Peru
Kar-Air,KAR,Finland
Alinord,\N,Italy
Pacific Express,\N,United States
Whitejets,WTJ,Brazil
VickJet,VKJ,France
BVI Airways,\N,British Virgin Islands
Hamburg Airways,HAY,Germany
Salsa d\\'Haiti,SLC,Haiti
Zambezi Airlines (ZMA),\N,Zambia
Kan Air,KND,Thailand
Air Cudlua,CUD,United Kingdom
Polet Airlines (Priv),\N,Russia
Air Explore,AXE,Slovakia
TROPICAL LINHAS AEREAS,TP3,Brazil
12 North,N12,India
Holidays Czech Airlines,HCC,Czech Republic
Comtel Air,COE,Austria
Mint Airways,MIC,Spain
Orbit Airlines,OBT,United States
Air Bucharest,BUR,Romania
AlbaStar,LAV,Spain
Mauritania Airlines International,MAI,Mauritania
MAT Airways,MKD,Macedonia
Asian Wings Airways,AWM,Burma
Air Arabia Egypt,RBG,Egypt
Eagles Airlines,EGS,Italy
YES Airways,YEP,Poland
Alitalia Cityliner,\N,Italy
Direct Aero Services,DSV,Romania
Medallion Air,MDP,Romania
Orchid Airlines,ORC,Australia
Asia Wings,AWA,Kazakhstan
Georgian International Airlines,GNN,Georgia
Air Batumi,BTM,Georgia
Skywest Australia,\N,Australia
Nile Air,NIA,Egypt
Feeder Airlines,FDD,Sudan
Senegal Airlines,SGG,Senegal
Fly 6ix,\N,Sierra Leone
Starbow Airlines,\N,Ghana
Copenhagen Express,CX0,Denmark
BusinessAir,BCC,Thailand
SENIC AIRLINES,\N,United States
Compass Airlines (Australia),CYM,Australia
XOJET,XOJ,United States
Dexter (DXT),DXT,Russia
Sky Wing Pacific,CR7,South Korea
Bateleur Air,BEU,South Africa
Air Indus,AI0,Pakistan
Samurai Airlines,770,Pakistan
AirOne Continental,0,Slovakia
AirOne Polska,1,Poland
Orbit International Airlines,OAI,United States
Orbit Regional Airlines,OAR,United States
Orbit Atlantic Airways,OAN,United States
Volotea,VOO,Spain
Go Fly (United Kingdom),GOE,United Kingdom
Peach Aviation,\N,Japan
Helitt Líneas Aéreas,HTH,Spain
Russia State Transport,RSD,Russia
Malaysia Wings,MWI,Malaysia
Aviabus,ABI,Russia
Michael Airlines,MJG,Puerto Rico
Korongo Airlines,KGO,Congo (Kinshasa)
Indonesia Sky,IDS,Indonesia
Pelangi ,\N,Malaysia
Aws express,666,United States
Southjet,SJS,United States
Southjet connect,ZCS,United States
Air Cape,\N,South Africa
Southjet cargo,XAN,United States
Iberia Express,IBS,Spain
Interjet (ABC Aerolineas),\N,Mexico
AirOnix,\N,Ukraine
Nordic Global Airlines,NGB,Finland
Scoot,SCO,Singapore
Starling Airlines Spain,STS,Spain
Hi Fly (5K),\N,Portugal
China Northwest Airlines (WH),\N,China
Zenith International Airline,ZNA,Thailand
Orbit Airlines Azerbaijan,OAB,Azerbaijan
Air Engiadina-BRN,RQX,Switzerland
VG Airlines (IV),FVG,Belgium
Air Alps Aviation (A6),\N,Austria
Austrian Airtransport,AAT,Austria
Flying kangaroo Airline,FKA,Australia
RusJet,RSJ,Russia
VietJet Air,VJC,Vietnam
Spantax S.A.,BXS,Spain
Patriot Airways,\N,United States
Vision Airlines (V2),RBY,United States
Chicago Express (C8),\N,United States
BQB Lineas Aereas,\N,Uruguay
AirAsia Japan,WAJ,Japan
Yellowtail,YEL,United States
Royal Airways,RAW,United States
FlyHigh Airlines Ireland (FH),FHI,Ireland
Executive AirShare,XSR,United States
Hebei Airlines,HBH,China
Air KBZ,KBZ,Burma
Aero VIP (2D),\N,Portugal
Yangon Airways Ltd.,\N,Burma
T.J. Air,TJA,United States
SkyWork Airlines ,\N,Switzerland
ValueJet,VJA,United States
Maastricht Airlines,\N,Netherlands
